@relation 'ECT_HW8_107403020_CNN-weka.filters.unsupervised.attribute.NominalToString-Clast-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-weka.filters.unsupervised.attribute.Reorder-R2,1'

@attribute apk string
@attribute Class {0,1}

@data
permision300.png,1
permision301.png,1
permision302.png,1
permision303.png,1
permision304.png,1
permision305.png,1
permision306.png,1
permision307.png,1
permision308.png,1
permision309.png,1
permision310.png,1
permision311.png,1
permision312.png,1
permision313.png,1
permision314.png,1
permision315.png,1
permision316.png,1
permision317.png,1
permision318.png,1
permision319.png,1
permision320.png,1
permision321.png,1
permision322.png,1
permision323.png,1
permision324.png,1
permision325.png,1
permision326.png,1
permision327.png,1
permision328.png,1
permision329.png,1
permision330.png,1
permision331.png,1
permision332.png,1
permision333.png,1
permision334.png,1
permision335.png,1
permision336.png,1
permision337.png,1
permision338.png,1
permision339.png,1
permision340.png,1
permision341.png,1
permision342.png,1
permision343.png,1
permision344.png,1
permision345.png,1
permision346.png,1
permision347.png,1
permision348.png,1
permision349.png,1
permision350.png,1
permision351.png,1
permision352.png,1
permision353.png,1
permision354.png,1
permision355.png,1
permision356.png,1
permision357.png,1
permision358.png,1
permision359.png,1
permision360.png,1
permision361.png,1
permision362.png,1
permision363.png,1
permision364.png,1
permision365.png,1
permision366.png,1
permision367.png,1
permision368.png,1
permision369.png,1
permision370.png,1
permision371.png,1
permision372.png,1
permision373.png,1
permision374.png,1
permision375.png,1
permision376.png,1
permision377.png,1
permision378.png,1
permision379.png,1
permision380.png,1
permision381.png,1
permision382.png,1
permision383.png,1
permision384.png,1
permision385.png,1
permision386.png,1
permision387.png,1
permision388.png,1
permision389.png,1
permision390.png,1
permision391.png,1
permision392.png,1
permision393.png,1
permision394.png,1
permision395.png,1
permision396.png,1
permision397.png,1
permision398.png,1
permision399.png,1
permision400.png,1
permision401.png,1
permision402.png,1
permision403.png,1
permision404.png,1
permision405.png,1
permision406.png,1
permision407.png,1
permision408.png,1
permision409.png,1
permision410.png,1
permision411.png,1
permision412.png,1
permision413.png,1
permision414.png,1
permision415.png,1
permision416.png,1
permision417.png,1
permision418.png,1
permision419.png,1
permision420.png,1
permision421.png,1
permision422.png,1
permision423.png,1
permision424.png,1
permision425.png,1
permision426.png,1
permision427.png,1
permision428.png,1
permision429.png,1
permision430.png,1
permision431.png,1
permision432.png,1
permision433.png,1
permision434.png,1
permision435.png,1
permision436.png,1
permision437.png,1
permision438.png,1
permision439.png,1
permision440.png,1
permision441.png,1
permision442.png,1
permision443.png,1
permision444.png,1
permision445.png,1
permision446.png,1
permision447.png,1
permision448.png,1
permision449.png,1
permision450.png,1
permision451.png,1
permision452.png,1
permision453.png,1
permision454.png,1
permision455.png,1
permision456.png,1
permision457.png,1
permision458.png,1
permision459.png,1
permision460.png,1
permision461.png,1
permision462.png,1
permision463.png,1
permision464.png,1
permision465.png,1
permision466.png,1
permision467.png,1
permision468.png,1
permision469.png,1
permision470.png,1
permision471.png,1
permision472.png,1
permision473.png,1
permision474.png,1
permision475.png,1
permision476.png,1
permision477.png,1
permision478.png,1
permision479.png,1
permision480.png,1
permision481.png,1
permision482.png,1
permision483.png,1
permision484.png,1
permision485.png,1
permision486.png,1
permision487.png,1
permision488.png,1
permision489.png,1
permision490.png,1
permision491.png,1
permision492.png,1
permision493.png,1
permision494.png,1
permision495.png,1
permision496.png,1
permision497.png,1
permision498.png,1
permision499.png,1
permision500.png,1
permision501.png,1
permision502.png,1
permision503.png,1
permision504.png,1
permision505.png,1
permision506.png,1
permision507.png,1
permision508.png,1
permision509.png,1
permision510.png,1
permision511.png,1
permision512.png,1
permision513.png,1
permision514.png,1
permision515.png,1
permision516.png,1
permision517.png,1
permision518.png,1
permision519.png,1
permision520.png,1
permision521.png,1
permision522.png,1
permision523.png,1
permision524.png,1
permision525.png,1
permision526.png,1
permision527.png,1
permision528.png,1
permision529.png,1
permision530.png,1
permision531.png,1
permision532.png,1
permision533.png,1
permision534.png,1
permision535.png,1
permision536.png,1
permision537.png,1
permision538.png,1
permision539.png,1
permision540.png,1
permision541.png,1
permision542.png,1
permision543.png,1
permision544.png,1
permision545.png,1
permision546.png,1
permision547.png,1
permision548.png,1
permision549.png,1
permision550.png,1
permision551.png,1
permision552.png,1
permision553.png,1
permision554.png,1
permision555.png,1
permision556.png,1
permision557.png,1
permision558.png,1
permision559.png,1
permision560.png,1
permision561.png,1
permision562.png,1
permision563.png,1
permision564.png,1
permision565.png,1
permision566.png,1
permision567.png,1
permision568.png,1
permision569.png,1
permision570.png,1
permision571.png,1
permision572.png,1
permision573.png,1
permision574.png,1
permision575.png,1
permision576.png,1
permision577.png,1
permision578.png,1
permision579.png,1
permision580.png,1
permision581.png,1
permision582.png,1
permision583.png,1
permision584.png,1
permision585.png,1
permision586.png,1
permision587.png,1
permision588.png,1
permision589.png,1
permision590.png,1
permision591.png,1
permision592.png,1
permision593.png,1
permision594.png,1
permision595.png,1
permision596.png,1
permision597.png,1
permision598.png,1
permision599.png,1
permision600.png,1
permision601.png,1
permision602.png,1
permision603.png,1
permision604.png,1
permision605.png,1
permision606.png,1
permision607.png,1
permision608.png,1
permision609.png,1
permision610.png,1
permision611.png,1
permision612.png,1
permision613.png,1
permision614.png,1
permision615.png,1
permision616.png,1
permision617.png,1
permision618.png,1
permision619.png,1
permision620.png,1
permision621.png,1
permision622.png,1
permision623.png,1
permision624.png,1
permision625.png,1
permision626.png,1
permision627.png,1
permision628.png,1
permision629.png,1
permision630.png,1
permision631.png,1
permision632.png,1
permision633.png,1
permision634.png,1
permision635.png,1
permision636.png,1
permision637.png,1
permision638.png,1
permision639.png,1
permision640.png,1
permision641.png,1
permision642.png,1
permision643.png,1
permision644.png,1
permision645.png,1
permision646.png,1
permision647.png,1
permision648.png,1
permision649.png,1
permision650.png,1
permision651.png,1
permision652.png,1
permision653.png,1
permision654.png,1
permision655.png,1
permision656.png,1
permision657.png,1
permision658.png,1
permision659.png,1
permision660.png,1
permision661.png,1
permision662.png,1
permision663.png,1
permision664.png,1
permision665.png,1
permision666.png,1
permision667.png,1
permision668.png,1
permision670.png,1
permision671.png,1
permision672.png,1
permision673.png,1
permision674.png,1
permision675.png,1
permision676.png,1
permision677.png,1
permision678.png,1
permision679.png,1
permision681.png,1
permision682.png,1
permision683.png,1
permision684.png,1
permision685.png,1
permision686.png,1
permision687.png,1
permision688.png,1
permision689.png,1
permision690.png,1
permision693.png,1
permision694.png,1
permision695.png,1
permision697.png,1
permision699.png,1
permision700.png,1
permision701.png,1
permision702.png,1
permision703.png,1
permision704.png,1
permision705.png,1
permision706.png,1
permision707.png,1
permision709.png,1
permision710.png,1
permision712.png,1
permision714.png,1
permision715.png,1
permision716.png,1
permision717.png,1
permision718.png,1
permision719.png,1
permision720.png,1
permision722.png,1
permision723.png,1
permision724.png,1
permision725.png,1
permision726.png,1
permision728.png,1
permision729.png,1
permision731.png,1
permision732.png,1
permision733.png,1
permision735.png,1
permision736.png,1
permision737.png,1
permision738.png,1
permision739.png,1
permision742.png,1
permision744.png,1
permision745.png,1
permision746.png,1
permision747.png,1
permision749.png,1
permision753.png,1
permision754.png,1
permision755.png,1
permision756.png,1
permision757.png,1
permision759.png,1
permision761.png,1
permision764.png,1
permision765.png,1
permision766.png,1
permision767.png,1
permision768.png,1
permision769.png,1
permision770.png,1
permision771.png,1
permision774.png,1
permision777.png,1
permision779.png,1
permision781.png,1
permision784.png,1
permision785.png,1
permision787.png,1
permision792.png,1
permision794.png,1
permision797.png,1
permision798.png,1
permision799.png,1
permision800.png,1
permision801.png,1
permision802.png,1
permision805.png,1
permision808.png,1
permision810.png,1
permision811.png,1
permision812.png,1
permision814.png,1
permision816.png,1
permision817.png,1
permision818.png,1
permision819.png,1
permision823.png,1
permision827.png,1
permision828.png,1
permision829.png,1
permision830.png,1
permision831.png,1
permision832.png,1
permision834.png,1
permision836.png,1
permision837.png,1
permision838.png,1
permision840.png,1
permision841.png,1
permision842.png,1
permision844.png,1
permision845.png,1
permision846.png,1
permision849.png,1
permision850.png,1
permision851.png,1
permision852.png,1
permision853.png,1
permision854.png,1
permision855.png,1
permision856.png,1
permision857.png,1
permision858.png,1
permision859.png,1
permision860.png,1
permision864.png,1
permision866.png,1
permision868.png,1
permision871.png,1
permision872.png,1
permision874.png,1
permision875.png,1
permision876.png,1
permision877.png,1
permision878.png,1
permision879.png,1
permision880.png,1
permision884.png,1
permision886.png,1
permision887.png,1
permision889.png,1
permision892.png,1
permision894.png,1
permision896.png,1
permision897.png,1
permision898.png,1
permision902.png,1
permision903.png,1
permision905.png,1
permision906.png,1
permision908.png,1
permision909.png,1
permision910.png,1
permision911.png,1
permision914.png,1
permision915.png,1
permision916.png,1
permision917.png,1
permision918.png,1
permision920.png,1
permision921.png,1
permision922.png,1
permision923.png,1
permision924.png,1
permision925.png,1
permision926.png,1
permision927.png,1
permision928.png,1
permision930.png,1
permision933.png,1
permision934.png,1
permision937.png,1
permision938.png,1
permision940.png,1
permision941.png,1
permision942.png,1
permision943.png,1
permision944.png,1
permision949.png,1
permision950.png,1
permision951.png,1
permision954.png,1
permision955.png,1
permision956.png,1
permision958.png,1
permision959.png,1
permision960.png,1
permision961.png,1
permision963.png,1
permision964.png,1
permision965.png,1
permision967.png,1
permision968.png,1
permision969.png,1
permision970.png,1
permision971.png,1
permision972.png,1
permision973.png,1
permision974.png,1
permision975.png,1
permision976.png,1
permision977.png,1
permision978.png,1
permision979.png,1
permision981.png,1
permision982.png,1
permision986.png,1
permision987.png,1
permision988.png,1
permision989.png,1
permision990.png,1
permision992.png,1
permision993.png,1
permision994.png,1
permision996.png,1
permision1000.png,1
permision1002.png,1
permision1005.png,1
permision1007.png,1
permision1008.png,1
permision1010.png,1
permision1011.png,1
permision1012.png,1
permision1013.png,1
permision1017.png,1
permision1019.png,1
permision1023.png,1
permision1025.png,1
permision1026.png,1
permision1027.png,1
permision1028.png,1
permision1029.png,1
permision1031.png,1
permision1032.png,1
permision1033.png,1
permision1034.png,1
permision1036.png,1
permision1037.png,1
permision1038.png,1
permision1039.png,1
permision1042.png,1
permision1043.png,1
permision1045.png,1
permision1047.png,1
permision1050.png,1
permision1051.png,1
permision1052.png,1
permision1054.png,1
permision1055.png,1
permision1057.png,1
permision1058.png,1
permision1060.png,1
permision1063.png,1
permision1064.png,1
permision1066.png,1
permision1068.png,1
permision1072.png,1
permision1074.png,1
permision1075.png,1
permision1076.png,1
permision1078.png,1
permision1079.png,1
permision1080.png,1
permision1083.png,1
permision1085.png,1
permision1086.png,1
permision1087.png,1
permision1088.png,1
permision1089.png,1
permision1090.png,1
permision1092.png,1
permision1093.png,1
permision1094.png,1
permision1097.png,1
permision1098.png,1
permision1099.png,1
permision1101.png,1
permision1102.png,1
permision1103.png,1
permision1104.png,1
permision1105.png,1
permision1108.png,1
permision1109.png,1
permision1110.png,1
permision1111.png,1
permision1112.png,1
permision1113.png,1
permision1114.png,1
permision1118.png,1
permision1120.png,1
permision1122.png,1
permision1124.png,1
permision1125.png,1
permision1126.png,1
permision1127.png,1
permision1128.png,1
permision1129.png,1
permision1131.png,1
permision1133.png,1
permision1134.png,1
permision1135.png,1
permision1137.png,1
permision1139.png,1
permision1140.png,1
permision1141.png,1
permision1142.png,1
permision1145.png,1
permision1146.png,1
permision1147.png,1
permision1148.png,1
permision1149.png,1
permision1150.png,1
permision1151.png,1
permision1153.png,1
permision1154.png,1
permision1156.png,1
permision1157.png,1
permision1158.png,1
permision1159.png,1
permision1160.png,1
permision1161.png,1
permision1162.png,1
permision1163.png,1
permision1164.png,1
permision1165.png,1
permision1168.png,1
permision1170.png,1
permision1174.png,1
permision1175.png,1
permision1176.png,1
permision1177.png,1
permision1178.png,1
permision1179.png,1
permision1185.png,1
permision1186.png,1
permision1192.png,1
permision1193.png,1
permision1194.png,1
permision1196.png,1
permision1197.png,1
permision1198.png,1
permision1199.png,1
permision1200.png,1
permision1201.png,1
permision1204.png,1
permision1205.png,1
permision1206.png,1
permision1208.png,1
permision1209.png,1
permision1210.png,1
permision1211.png,1
permision1212.png,1
permision1213.png,1
permision1218.png,1
permision1219.png,1
permision1220.png,1
permision1223.png,1
permision1224.png,1
permision1226.png,1
permision1228.png,1
permision1229.png,1
permision1230.png,1
permision1231.png,1
permision1232.png,1
permision1233.png,1
permision1234.png,1
permision1235.png,1
permision1236.png,1
permision1238.png,1
permision1240.png,1
permision1241.png,1
permision1242.png,1
permision1244.png,1
permision1245.png,1
permision1246.png,1
permision1247.png,1
permision1248.png,1
permision1249.png,1
permision1250.png,1
permision1251.png,1
permision1253.png,1
permision1255.png,1
permision1256.png,1
permision1258.png,1
permision1259.png,1
permision1260.png,1
permision1261.png,1
permision1262.png,1
permision1264.png,1
permision1265.png,1
permision1266.png,1
permision1268.png,1
permision1270.png,1
permision1271.png,1
permision1272.png,1
permision1273.png,1
permision1274.png,1
permision1276.png,1
permision1279.png,1
