,Year,Product line,Product type,Product,order method type,Retailer country,Revenue,Planned revenue,Product cost,Unit cost,Unit price,Gross profit,Unit sale price
144,2004,Camping Equipment,Cooking Gear,TrailChef Water Bag ,Fax,Austria,,,,,,,
145,2004,Camping Equipment,Cooking Gear,TrailChef Water Bag ,Fax,Italy,,,,,,,
146,2004,Camping Equipment,Cooking Gear,TrailChef Water Bag ,Fax,Spain,,,,,,,
147,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,United States,209592.06,235238.22,124283.88,6.62,12.53,18774,11.427
148,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Canada,8489.36,12129.04,6408.16,6.62,12.53,2081.2,968
149,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Mexico,11962.28,17090.92,9029.68,6.62,12.53,2932.6,1364
150,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Brazil,7919.31,11314.59,5977.86,6.62,12.53,1941.45,903
151,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Japan,107959.17,124485.55,65769.7,6.62,12.53,42189.47,9935
152,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Korea,,,,,,,
153,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,China,46017.41,55219.71,29174.34,6.62,12.53,16843.07,4407
154,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Singapore,,,,,,,
155,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Australia,,,,,,,
156,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Netherlands,24432.93,25448.43,13445.22,6.62,12.53,10987.71,2031
157,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Sweden,,,,,,,
158,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Finland,27416.37,28555.87,15086.98,6.62,12.53,12329.39,2279
159,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Denmark,21677.06,26513.48,14007.92,6.62,12.53,7669.14,2116
160,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,France,47071.94,52951.78,27976.12,6.62,12.53,19095.82,4226
161,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Germany,,,,,,,
162,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,United Kingdom,108403.69,123934.23,65478.42,6.62,12.53,9891,11.31666667
163,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Belgium,,,,,,,
164,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Switzerland,,,,,,,
165,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Austria,11237.69,13269.27,7010.58,6.62,12.53,4227.11,1059
166,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Italy,,,,,,,
167,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Telephone,Spain,,,,,,,
168,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,United States,58425.59,66045.63,34894.02,6.62,5271,23531.57,11.48666667
169,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Canada,,,,,,,
170,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Mexico,54227.67,58853.41,31094.14,6.62,12.53,4697,11.6375
171,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Brazil,,,,,,,
172,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Japan,,,,,,,
173,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Korea,79294.15,88273.85,46637.9,6.62,12.53,7045,11.54571429
174,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,China,,,,,,,
175,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Singapore,77432.45,86820.37,45869.98,6.62,12.53,6929,11.56428571
176,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Australia,,,,,,,
177,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Netherlands,,,,,,,
178,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Sweden,,,,,,,
179,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Finland,8721.75,9084.25,4799.5,6.62,12.53,725,12.03
180,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Denmark,,,,,,,
181,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,France,42056.65,51936.85,27439.9,6.62,12.53,4145,10.726
182,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Germany,36158.61,44218.37,23361.98,6.62,12.53,3529,10.75
183,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,United Kingdom,,,,,,,
184,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Belgium,4860,5012,2648,6.62,12.53,400,12.15
185,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Switzerland,,,,,,,
186,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Austria,,,,,,,
187,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Italy,56161.63,61610.01,32550.54,6.62,12.53,4917,11.6375
188,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Sales visit,Spain,,,,,,,
189,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,United States,156644.47,176334.69,93163.26,6.62,12.53,14073,11.5
190,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Canada,56887.08,59191.72,31272.88,6.62,12.53,25614.2,4724
191,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Mexico,6748.83,7029.33,3713.82,6.62,12.53,3035.01,561
192,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Brazil,47810.43,52613.47,27797.38,6.62,12.53,20013.05,4199
193,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Japan,40240.35,41912.85,22143.9,6.62,12.53,18096.45,3345
194,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Korea,50640.8,59479.91,31425.14,6.62,12.53,19215.66,4747
195,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,China,140445.34,156324.28,82591.12,6.62,12.53,57854.22,12476
196,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Singapore,22123.17,23042.67,12174.18,6.62,12.53,9948.99,1839
197,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Australia,,,,,,,
198,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Netherlands,56802.39,66446.59,35105.86,6.62,12.53,21696.53,5303
199,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Sweden,13076.61,13620.11,7195.94,6.62,12.53,5880.67,1087
200,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Finland,69089.27,77447.93,40918.22,6.62,12.53,28171.05,6181
201,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Denmark,6351.84,6615.84,3495.36,6.62,12.53,2856.48,528
202,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,France,60353.04,62800.36,33179.44,6.62,12.53,27173.6,5012
203,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Germany,50627.21,52776.36,27883.44,6.62,12.53,22743.77,4212
204,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,United Kingdom,52519.3,57487.64,30372.56,6.62,12.53,4588,11.6525
205,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Belgium,25113.83,28405.51,15007.54,6.62,12.53,10106.29,2267
206,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Switzerland,,,,,,,
207,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Austria,38383.55,42163.45,22276.3,6.62,12.53,16107.25,3365
208,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Italy,7073.64,7367.64,3892.56,6.62,12.53,3181.08,588
209,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Web,Spain,53777.57,59404.73,31385.42,6.62,12.53,22392.15,4741
210,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,United States,,,,,,,
211,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Canada,13557.81,14121.31,7460.74,6.62,12.53,6097.07,1127
212,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Mexico,12342.03,12793.13,6759.02,6.62,12.53,5583.01,1021
213,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Brazil,,,,,,,
214,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Japan,,,,,,,
215,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Korea,,,,,,,
216,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,China,,,,,,,
217,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Singapore,12909.44,18444.16,9744.64,6.62,12.53,3164.8,1472
218,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Australia,,,,,,,
219,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Netherlands,,,,,,,
220,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Sweden,,,,,,,
221,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Finland,,,,,,,
222,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Denmark,,,,,,,
223,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,France,,,,,,,
224,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Germany,,,,,,,
225,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,United Kingdom,,,,,,,
226,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Belgium,,,,,,,
227,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Switzerland,,,,,,,
228,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Austria,,,,,,,
229,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Italy,,,,,,,
230,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Special,Spain,,,,,,,
231,2004,Camping Equipment,Cooking Gear,TrailChef Canteen ,Mail,United States,30439.81,36424.71,19244.34,6.62,12.53,2907,10.94333333
